city,weekofyear,ndvi_ne,ndvi_nw,ndvi_se,ndvi_sw,precipitation_amt_mm,reanalysis_air_temp_k,reanalysis_dew_point_temp_k,reanalysis_min_air_temp_k,reanalysis_precip_amt_kg_per_m2,reanalysis_relative_humidity_percent,reanalysis_tdtr_k,station_avg_temp_c,station_diur_temp_rng_c,station_max_temp_c,station_min_temp_c,station_precip_mm,total_cases
sj,3,-0.1112,-0.041775,0.3041714,0.2455429,10.11,298.294285714,294.584285714,297.1,7.2,80.0757142857,2.12857142857,25.4142857143,5.94285714286,30,21.7,16.3,22.68376026779881
sj,4,-0.101,0.0288,0.2506143,0.2021857,0,298.314285714,294.244285714,296.9,0.3,78.2142857143,2.85714285714,25.2857142857,6.95714285714,30,20.6,2.5,21.39845145140049
sj,5,-0.0679,0.05163333,0.1912429,0.1955286,0,298.1,293.485714286,296.7,1.1,75.5814285714,2.8,25.0714285714,6.97142857143,29.4,20.6,6.1,19.763694986834736
sj,6,-0.06153333,0.04316667,0.1529857,0.1240429,0,298.05,293.741428571,296.3,3.7,77.1514285714,2.54285714286,25.6285714286,6.64285714286,30,21.1,8.8,17.12942274418574
sj,7,-0.06153333,-0.09375,0.2440857,0.1502286,0,298.211428571,294.098571429,296.8,2.44,77.9471428571,2.64285714286,26,6.5,30,22.2,20.9,11.983729965102023
sj,8,-0.04325,0.015975,0.2521857,0.1530286,0,297.567142857,293.92,295.8,22.5,80.1685714286,2.48571428571,25.2,6.25714285714,29.4,21.7,25.1,17.055905801509873
sj,9,-0.03105,-0.0164,0.1585,0.1749833,8.04,297.287142857,291.548571429,295.4,0.4,70.3257142857,2.17142857143,24.7857142857,5.7,28.3,21.1,1,14.229224437809739
sj,10,-0.08743333,-0.09346667,0.2900714,0.1417,10.56,297.26,292.582857143,295.7,4.4,75.2285714286,2.55714285714,25.1571428571,6.67142857143,28.9,20.6,3.3,8.136879930031778
sj,11,-0.16475,-0.0063,0.2117714,0.2136857,0,296.95,290.818571429,294.7,2.8,68.6885714286,2.44285714286,24.9571428571,5.65714285714,28.3,21.1,2.1,6.1557462491179535
sj,12,-0.16475,0.09122,0.2114714,0.1593286,0,297.18,292.247142857,295,16.1,74.0228571429,2.62857142857,25.1,6.54285714286,29.4,20.6,11.6,9.017893147772847
sj,13,-0.0839,0.03255,0.1813286,0.1812,15.13,297.682857143,294.00285714300003,295.1,13.16,80.1414285714,2.52857142857,25.7142857143,7.14285714286,31.1,20.6,12.1,8.985856415075505
sj,14,0.05416,0.07942,0.1561429,0.1509571,1.9,298.52,294.791428571,296.8,6.9,80.0857142857,2.74285714286,27,7.8,32.8,21.7,4.6,10.62933347717483
sj,15,0.073,0.06053333,0.1756143,0.1548,0,298.291428571,293.414285714,296.8,0.7,74.3985714286,2.62857142857,26,6.81428571429,30.6,21.7,6.8,10.483814215978754
sj,16,0.073,0.1077,0.2231286,0.2218,31.97,297.895714286,293.735714286,296.6,12,77.7242857143,2.14285714286,25.8714285714,5.92857142857,29.4,22.2,23.1,11.919433610131643
sj,17,-0.07795,-0.2118,0.1421571,0.1457,2.95,298.297142857,293.551428571,296.7,3.7,74.9914285714,2.84285714286,26.5142857143,6.27142857143,30.6,22.8,0.3,7.016127347420166
sj,18,-0.04453333,-0.0261,0.1282333,0.1023714,41.53,298.492857143,295.101428571,297.1,31.1,81.63,1.78571428571,26.0857142857,5.07142857143,30.6,22.8,89.5,11.090549824309875
sj,19,-0.06685,0.0039,0.1433286,0.1329429,9.53,298.235714286,293.391428571,296.7,7.2,74.6028571429,1.92857142857,26.0714285714,4.92857142857,29.4,22.8,0,5.193028004015105
sj,20,-0.06685,0.087875,0.1036833,0.09585714,72.74,298.067142857,295.245714286,295.5,301.4,84.4528571429,2.28571428571,26.8,6.02857142857,32.8,21.1,40.4,13.675427635674682
sj,21,0.06186667,0.076725,0.06075714,0.07672857,69.66,298.782857143,296.398571429,296.8,276.9,86.7814285714,2.28571428571,25.9428571429,6.17142857143,30,20.6,84.3,12.329133725706301
sj,22,0.05805,0.07835,0.1345286,0.1158429,76.75,299.775714286,296.785714286,298.1,28.5,83.7085714286,1.87142857143,27.4142857143,5.34285714286,30.6,23.9,61.3,13.495816034825271
sj,23,0.0253,0.06476667,0.06235714,0.05914286,71.88,299.498571429,296.714285714,297.7,37.3,84.7085714286,1.81428571429,26.5571428571,6.3,30.6,21.1,108.4,13.31045226635774
sj,24,0.06785,0.09993333,0.1639143,0.2054143,52.92,300.214285714,297.794285714,297.8,203.8,86.6785714286,2.05714285714,27.8428571429,6.75714285714,33.9,22.8,200.6,16.435097739171535
sj,25,0.0753,0.08775,0.241,0.2038571,28.95,300.698571429,297.532857143,299.4,15.2,82.8971428571,1.98571428571,28.2142857143,6.57142857143,33.3,22.2,70.8,16.186074527990243
sj,26,0.09443333,0.10244,0.1341714,0.1007286,75.82,300.641428571,297.311428571,299.4,13.6,82.08,2,28.3142857143,5.78571428571,33.3,22.8,6.4,16.38730718775689
sj,27,3.5e-4,0.03214,0.1324857,0.1008429,70.37,300.132857143,297.242857143,298.3,28.7,84.2057142857,1.87142857143,27.7428571429,5.8,32.2,23.9,33,14.883388761743028
sj,28,3.5e-4,0.18825,0.2075714,0.1997,28.3,300.085714286,297.16,298.8,21.5,84.0614285714,1.87142857143,28.1142857143,5.57142857143,31.7,23.3,25,16.960684175788316
sj,29,3.5e-4,0.0829,0.1063857,0.1326429,43.48,300.411428571,296.792857143,299,11.6,80.6385714286,2,27.5,7.05714285714,32.8,22.8,99.6,20.146655134698335
sj,30,-0.0159,0.0503,0.1628429,0.1579429,57.69,300.591428571,297.495714286,299.1,31.2,83.2285714286,2.15714285714,28.5285714286,6.25714285714,32.8,25,48.2,24.83681250215833
sj,31,-0.0132,0.051825,0.1594143,0.1967,33.85,300.26,296.972857143,298.9,42.1,82.2571428571,2.11428571429,27.8857142857,6.27142857143,31.1,23.9,80.3,19.810232887387013
sj,32,-0.0132,0.051825,0.2486,0.2465286,85.88,300.608571429,297.688571429,298.5,22.5,84.1014285714,2.04285714286,28.3142857143,5.17142857143,32.2,22.8,83.9,23.643158532275915
sj,33,0.04,0.2155,0.2223571,0.1979,14.22,300.861428571,297.15,299.3,7.5,80.3342857143,2.44285714286,28.5714285714,6.64285714286,33.3,23.3,20.3,21.376098502155422
sj,34,0.0994,0.0998,0.1454857,0.1467857,120.16,300.632857143,297.535714286,298.4,89.5,83.2857142857,1.84285714286,28.2,5.7,32.8,24.4,205.8,19.06710890998112
sj,35,-0.03925,2.25e-4,0.2394857,0.1892857,93.06,300.672857143,297.31,299,5.9,82.03,2.2,27.6,6.51428571429,33.3,22.8,153.1,22.36028142850395
sj,36,-0.03925,0.06483333,0.2003286,0.1835857,28.09,300.854285714,296.835714286,299.5,9.3,78.7542857143,2.32857142857,28.4857142857,6.25714285714,33.3,24.4,33.3,30.34184439522375
sj,37,0.1231,0.1106,0.1815833,0.1380667,19.72,301.098571429,297.242857143,299.4,34.1,79.6642857143,2.3,28.8,5.61428571429,34.4,25.6,21.5,33.85090484710703
sj,38,-0.00585,0.0351,0.1538857,0.1245857,98.32,300.545714286,296.872857143,298.1,17.1,80.4257142857,2.2,26.8285714286,5.84285714286,32.2,22.8,29,32.266454597768046
sj,39,-0.07495,0.1554333,0.3221714,0.2573286,54.67,300.545714286,297.14,299.2,25.9,81.7557142857,2.14285714286,27.9285714286,6.5,32.2,23.9,48.8,29.621304303311916
sj,40,0.1027,0.1133,0.3673286,0.2589286,27.9,300.92,297.167142857,299.3,1.9,80.1528571429,2.32857142857,28.6142857143,6.72857142857,33.3,23.9,39.4,25.27817692662595
sj,41,0.0313,0.04263333,0.1176714,0.1079667,50.93,300.698571429,296.544285714,299.3,1.4,78.11,2.15714285714,27.8857142857,6.6,32.8,23.3,32.5,33.218208696560175
sj,42,-0.0216,-0.0404,0.1848857,0.1574429,19.83,300.567142857,296.318571429,298.9,7.3,77.6971428571,2.25714285714,27.8428571429,7.32857142857,32.8,23.3,10.4,33.35477161331999
sj,43,-0.0219,-0.0525,0.1477571,0.1242571,6.38,300.341428571,295.611428571,298.6,6.9,75.4171428571,2.5,27.2714285714,6.44285714286,31.1,23.3,58,37.72138000985882
sj,44,0.0893,0.0436,0.2261167,0.1855714,4.75,300.397142857,296.717142857,298.7,8.1,80.4071428571,2.37142857143,27.7142857143,6.5,31.1,22.8,39,38.0647531044891
sj,45,0.1903,0.07236667,0.2001167,0.07466667,98.53,300.237142857,296.217142857,298.6,6,78.6428571429,2.61428571429,27.1857142857,7.08571428571,32.8,22.8,15.2,30.700603434752782
sj,46,-0.4634,-0.0331,0.1027857,0.0611,44.02,300.134285714,296.257142857,298.4,25.9,79.3842857143,2.32857142857,27.1,6.28571428571,31.7,23.3,31.8,28.20374920013399
sj,47,-0.02486667,0.0261,0.1853143,0.1791857,0,299.417142857,295.785714286,297.7,60,80.5971428571,2,27.0857142857,5.15714285714,30,23.3,22.1,30.101674535630238
sj,48,-0.1309333,0.0022,0.2177286,0.2201429,8.85,299.095714286,295.592857143,297.4,26,81.1885714286,1.98571428571,26.3,5.31428571429,30,22.2,50.2,28.68916894555273
sj,49,0.0886,-0.05363333,0.3307286,0.2199,5.54,298.9,294.268571429,297.7,5.3,75.6671428571,1.85714285714,26.0142857143,5.4,28.9,21.7,93.7,19.531534315574135
sj,50,0.0886,0.14165,0.1836,0.1461571,169.34,298.717142857,295.172857143,297.6,70.8,80.9242857143,1.72857142857,25.9142857143,5.21428571429,29.4,22.8,70.9,40.69712285349931
sj,51,0.1028667,0.0522,0.1072857,0.08585714,0,298.28,292.768571429,296.6,6.1,71.7171428571,2.1,25.5714285714,5.17142857143,28.9,22.2,27,20.621007164903908
sj,52,0.1653,0.099025,0.152875,0.0815125,15.3,298.507142857,293.324285714,297,8,73.1871428571,2.04285714286,25.8285714286,5.78571428571,29.4,22.2,48.1,24.800257040784928
sj,1,0.02685,0.0642,0.2285143,0.1994,0,298.694285714,294.234285714,297.3,1.4,76.5171428571,2.32857142857,26.2,6.11428571429,30.6,22.2,4.7,21.096443363122813
sj,2,-0.1263667,0.01268,0.2306857,0.1241571,0,298.204285714,294.264285714,296.9,10.7,78.8328571429,2.12857142857,25.4142857143,6.24285714286,29.4,21.1,13,19.224456284326205
sj,3,-0.06515,0.0226,0.15214,0.1840143,0,298.35,293.485714286,297.1,1,74.55,2.35714285714,25.4428571429,6,29.4,21.7,6.4,25.614970771391015
sj,4,0.31275,0.1132,0.1889857,0.1817429,0,297.347142857,293.01,295.5,13.8,76.8942857143,2.15714285714,24.8571428571,6.02857142857,28.3,20.6,27.5,25.509715290711757
sj,5,-0.1114,0.0191,0.1417571,0.1323143,0,297.404285714,292.805714286,296,7.9,75.6385714286,2.47142857143,24.8285714286,5.78571428571,28.3,21.1,32.2,18.458608989547912
sj,6,-0.0469,0.054,0.255,0.1690857,7.02,297.567142857,293.488571429,296.2,7.8,78.1057142857,2.31428571429,24.9,5.8,28.3,21.1,25.5,14.620339309197686
sj,7,-6.333333e-4,-0.1169333,0.1536571,0.1449,0,297.932857143,293.618571429,296.5,1.9,76.9671428571,2.7,25.6428571429,6.82857142857,31.1,21.7,12.5,12.861184073495512
sj,8,-0.0569,0.156225,0.3853833,0.30625,0,297.224285714,293.177142857,295.8,24.5,78.2257142857,2.52857142857,24.8857142857,5.64285714286,28.3,20.6,8.2,16.173486792031504
sj,9,-0.01215,4.2e-4,0.1655429,0.1632714,0,298.032857143,293.374285714,296.6,2.8,75.4257142857,2.61428571429,26.1428571429,6.24285714286,30,21.7,5.8,16.989567642566147
sj,10,0.0065,0.028225,0.2108714,0.1460429,12.06,297.811428571,293.795714286,295.4,8,78.5142857143,2.57142857143,25.9,6.72857142857,30.6,21.7,9.8,13.31626098973921
sj,11,-0.0854,0.0586,0.233,0.1981143,9.11,297.701428571,293.284285714,295.9,15.5,76.5314285714,2.48571428571,25.6285714286,6.1,29.4,22.2,16,9.11770365295107
sj,12,-0.0854,-0.085,0.07594286,0.0711,84.44,297.685714286,292.761428571,295.6,3.2,74.1528571429,2.61428571429,26.0428571429,6.9,30.6,22.2,0.6,11.142689317255046
sj,13,0.0902,0.0212,0.1131429,0.09855714,93.61,297.075714286,293.832857143,295.4,71.6,82.2242857143,2.08571428571,25.7285714286,6.1,30,22.2,134.9,11.356227719365831
sj,14,-0.0487,0.03106667,0.1584429,0.1257286,59.89,297.931428571,294.66,295.4,35.7,82.1228571429,2.4,26.2857142857,6.81428571429,32.2,22.2,75.2,8.928660503584213
sj,15,0.0576,-0.02305,0.1094333,0.0852,19.2,298.638571429,294.6,297,8.3,78.44,2.54285714286,26.9,5.94285714286,32.2,23.3,12.4,11.738719441161273
sj,16,0.1528,0.2424,0.2454667,0.2488,26.2,298.2,294.387142857,295.8,49.7,79.51,2.21428571429,26.5285714286,6.42857142857,33.3,22.8,84.1,15.46453647132122
sj,17,0.014975,-0.00362,0.1908571,0.1396,2.49,298.012857143,293.171428571,295.4,1.1,74.7571428571,2.55714285714,26.4285714286,6.35714285714,32.8,21.7,17.5,10.64695131376678
sj,18,-0.0201,3e-4,0.08328333,0.07257143,5.79,298.964285714,295.47,297.3,16,81.1642857143,2.21428571429,27.8428571429,6.2,33.3,23.9,20.6,15.01898225059447
sj,19,0.1338667,0.1546,0.1486571,0.1466143,46.85,298.421428571,295.051428571,297,23.92,81.6814285714,1.87142857143,26.5142857143,5.38571428571,30,22.8,72,10.079690369417506
sj,20,-0.1709,-0.0351,0.09203333,0.06088333,45.91,299.447142857,296.382857143,297.8,2.5,83.3428571429,2.25714285714,27.7571428571,5.65714285714,31.7,23.9,17.8,11.934756903380865
sj,21,0.17235,0.06846667,0.1877714,0.1193286,25.74,299.125714286,296.172857143,297.3,13.7,83.8428571429,2.54285714286,27.5142857143,5.98571428571,31.7,23.9,34.6,9.646538380633707
sj,22,-0.0268,0.02413333,0.1911286,0.1526714,0.64,299.475714286,295.035714286,297.6,3.8,76.7428571429,2.78571428571,27.5571428571,6.37142857143,31.7,23.9,6.4,10.666953896010693
sj,23,0.0355,0.0118,0.2532857,0.2030571,6.44,300.437142857,296.354285714,298.5,0.1,78.6271428571,3.15714285714,29.2,7.2,33.9,24.4,3.6,12.62501742660171
sj,24,0.0355,0.0373,0.1486833,0.1225,4.51,300.778571429,296.161428571,298.2,0,76.0514285714,3.38571428571,29.5857142857,7.35714285714,33.9,25,0,16.726192219244076
sj,25,0.0355,0.0462,0.2058714,0.1713143,31.52,300.884285714,296.497142857,299,1.2,77.1342857143,3.32857142857,30,7.27142857143,35,26.1,0.6,19.790935325257358
sj,26,0.0355,0.01193333,0.1523,0.1498571,0,300.87,296.688571429,299.3,4.5,78.0614285714,3.11428571429,30.2714285714,7.58571428571,35,25.6,3.1,17.054840364353918
sj,27,-0.0059,0.0495,0.1681571,0.1264571,6.15,300.647142857,296.544285714,299,12.6,78.3971428571,2.64285714286,29.5428571429,7.27142857143,33.9,25,11,15.7792972773013
sj,28,-0.00425,0.06515,0.1304714,0.1351143,58.48,300.288571429,296.641428571,298.8,21,80.54,2.07142857143,28.4571428571,6.42857142857,32.8,23.3,52,17.02655886128683
sj,29,-0.00425,-0.04336667,0.11406,0.1218,17.72,300.58,296.862857143,298.8,5,80.3057142857,2.51428571429,29.0428571429,5.47142857143,32.8,25.6,13.2,21.384877762984804
sj,30,-0.09,-0.09856667,0.1544714,0.09651429,22.19,300.465714286,297.145714286,298.7,20.6,82.1842857143,2.28571428571,28.6285714286,5.45714285714,32.8,25,49.4,22.520684019649558
sj,31,0.0859,0.0095,0.16885,0.1110167,11.16,300.801428571,296.697142857,299.1,16,78.4185714286,2.35714285714,28.9857142857,5.55714285714,32.8,25,8.7,22.948734225735176
sj,32,0.0859,0.0589,0.1974429,0.1661571,62.2,300.474285714,297.047142857,299.1,50.7,81.6514285714,2.05714285714,28.5142857143,5.4,32.8,24.4,50.1,28.325685961057054
sj,33,0.0777,-0.01435,0.07313333,0.08764286,55.64,300.9,297.337142857,299.5,15.9,80.9828571429,2.42857142857,28.6285714286,6.94285714286,33.9,23.3,69.6,21.32117315999897
sj,34,0.0345,0.04453333,0.09677143,0.09642857,28.97,300.95,297.095714286,299.4,7.3,79.6314285714,2.34285714286,29.1142857143,5.61428571429,33.3,25.6,26.9,22.20472288279092
sj,35,0.2705,-0.08693333,0.1975,0.1766714,76.41,300.325714286,296.735714286,298.4,57.4,80.8628571429,2.2,28.0142857143,6.02857142857,32.2,23.9,80.2,25.67232867286983
sj,36,0.0011,0.0801,0.3029571,0.2067857,2.13,300.695714286,296.488571429,299.3,1.8,77.8028571429,2.45714285714,28.7714285714,5.7,32.2,25.6,3.1,29.220226724598362
sj,37,0.16795,0.09135,0.2188286,0.2360429,1.26,301.065714286,296.217142857,299.1,1.3,75.0728571429,3.35714285714,29.5428571429,6.58571428571,33.3,25.6,0,31.87811186188382
sj,38,0.2986,0.033,0.2189286,0.2298,15.09,301.068571429,296.357142857,299.5,1.4,75.5814285714,2.72857142857,29.6714285714,6.74285714286,33.3,26.1,5.6,35.193219022881145
sj,39,-0.0076,0.0052,0.16935,0.1150571,25.17,301.394285714,296.86,299.7,2.7,76.5385714286,2.45714285714,29.7285714286,6.64285714286,33.9,25.6,5.4,31.04366502711245
sj,40,-0.0076,0.1445,0.2415143,0.1779429,53.04,301.022857143,296.801428571,299.6,4.8,77.8914285714,2.22857142857,28.9428571429,6.9,33.3,24.4,42.6,29.062186416864005
sj,41,0.0937,0.0872,0.1617167,0.1427143,18.78,300.768571429,296.275714286,299.1,13.3,76.6457142857,2.54285714286,28.6428571429,6.22857142857,32.2,25,17.3,33.75643325580576
sj,42,0.0937,0.07615,0.1523714,0.1075714,31.75,300.678571429,297.311428571,299.2,42.1,81.9,2.21428571429,28.5285714286,6.35714285714,33.9,23.3,32.5,38.36048131998805
sj,43,-0.051,0.06735,0.1408857,0.1261143,29.62,300.734285714,296.818571429,299.1,10.4,79.3171428571,2.24285714286,28.6142857143,6.9,33.3,24.4,49.8,43.20336110717973
sj,44,-0.06705,-0.076550000000000007,0.1424429,0.08971429,46.91,300.911428571,296.905714286,299.4,3.6,78.9414285714,2.9,29.4,7.28571428571,34.4,24.4,19.3,40.78101170620529
sj,45,-0.06705,-0.076550000000000007,0.19495,0.1864714,12.28,300.621428571,296.415714286,299.4,8.3,77.8342857143,2.21428571429,28.6714285714,6.02857142857,33.3,25,1.5,29.027531066283196
sj,46,-0.1022,0.07423333,0.1327167,0.162,26.44,300.301428571,296.207142857,298.3,49.1,78.4885714286,2.48571428571,28.5142857143,6.34285714286,32.8,24.4,3.1,34.52791022483863
sj,47,0.1046,0.0023,0.0062,-0.01467143,27.82,300.225714286,296.538571429,298.9,12,80.3028571429,2.17142857143,27.9142857143,5.88571428571,31.1,24.4,14.2,33.91653509277199
sj,48,-0.1687667,-0.03216667,0.2129857,0.1879286,26.6,299.762857143,295.638571429,298,21.7,78.2214285714,2.45714285714,27.6142857143,5.74285714286,31.1,23.9,46.6,29.219061232349684
sj,49,-0.1687667,0.0163,0.1902429,0.1598571,3.08,299.331428571,295.247142857,297.5,16.2,78.3071428571,2.22857142857,27.1428571429,5.88571428571,31.1,23.3,58.9,24.61830742395263
sj,50,-0.364,-0.1429,0.067257140000000007,0.06585714,34.66,299.15,294.357142857,297.1,19.3,75.0814285714,2.2,27.0857142857,6.3,32.2,22.8,9.8,32.645612716581645
sj,51,-0.1163,-0.09245,0.07767143,0.05647143,0,298.757142857,294.041428571,296.8,8.9,75.3257142857,2.45714285714,26.2428571429,5.7,30.6,21.7,26.4,18.565824648614274
sj,1,-0.3098,-0.11205,0.1436714,0.1408143,31.83,298.295714286,294.692857143,296,15.8,80.5528571429,2.37142857143,26.9428571429,6.58571428571,31.1,21.7,22.7,17.595026398693918
sj,2,0.02015,0.0661,0.1156333,0.1182429,0,298.798571429,293.987142857,297.3,2.7,74.9528571429,2.22857142857,26.0857142857,5.22857142857,29.4,22.2,8.7,22.349989190128806
sj,3,-0.2749,-0.0832,0.1235714,0.1298571,0,298.007142857,292.921428571,295.8,8.5,73.4928571429,1.77142857143,25.6,5.5,28.9,21.1,17.2,22.632858726053197
sj,4,-0.0714,-0.01942,0.2051429,0.1898571,0,297.622857143,293.034285714,295.8,8.3,75.6685714286,2.64285714286,25.1428571429,5.71428571429,28.9,21.7,6.4,20.241521425361782
sj,5,0.2359,0.117,0.1545,0.1411429,0,298.155714286,294.041428571,296.7,7.7,78.1,2.38571428571,26.1285714286,6.27142857143,30,22.2,6.1,25.486052945972357
sj,6,0.0082,0.02113333,0.18005,0.06411667,0,297.65,293.052857143,296,15.1,75.9385714286,2.67142857143,25.3,6.31428571429,29.4,20.6,26.4,16.336363197261235
sj,7,0.1198,0.07885,0.2703714,0.1865,0,297.914285714,292.908571429,296.1,7.6,73.8728571429,2.68571428571,25.3285714286,6.58571428571,30,21.1,34.8,13.001370874271318
sj,8,-0.0518,-0.025025,0.2097286,0.1870143,0,298.035714286,292.805714286,296.2,0.3,72.7942857143,2.77142857143,25.6285714286,6.97142857143,31.1,21.1,0.3,17.178302164760304
sj,9,-0.006125,0.007633333,0.1280333,0.1348833,0,298.088571429,293.092857143,296.4,1.5,73.9171428571,2.87142857143,25.8,6.58571428571,30,22.2,4.1,17.22068599881663
sj,10,-0.006125,-0.0136,0.03192857,5e-4,23.06,298.191428571,292.972857143,295.9,4.6,73.0371428571,3.62857142857,26.6714285714,8.4,32.8,21.7,6.6,16.08073750738165
sj,11,0.008,0.054875,0.2443286,0.2219429,0,297.157142857,291.868571429,295.2,13.5,72.5628571429,2.12857142857,25.3571428571,5.47142857143,30,21.7,17.1,8.800080523460606
sj,12,-0.04515,0.006225,0.1075143,0.1167,0,297.288571429,290.987142857,295.3,4.8,68.1814285714,3.05714285714,25.8428571429,6.47142857143,29.4,21.7,4.8,9.159035945436568
sj,13,-0.0874,-0.01618333,0.1563429,0.1051857,30.34,298.67,294.675714286,296.4,2.55,78.78,3.31428571429,27.5428571429,7.94285714286,33.9,22.8,3.5,11.65074134149741
sj,14,-0.20325,-0.07783333,0.2041714,0.1789143,6.55,298.035714286,294.628571429,295.9,64.3,81.65,2.82857142857,26.6428571429,6.64285714286,33.3,22.8,17.6,7.589631191425113
sj,15,-0.1176,-0.0082,0.1927,0.1704286,0,299.057142857,294.948571429,297.5,0.7,78.2857142857,3.17142857143,27.9142857143,8.11428571429,32.8,23.3,9.4,10.000410099757637
sj,16,0.08275,0.0312,0.1350143,0.07485714,0,298.912857143,294.678571429,297.3,1.4,77.6742857143,3.04285714286,27.7285714286,6.94285714286,31.7,23.9,22.9,14.329344372873628
sj,17,-0.0873,-0.04866667,0.1298143,0.1176714,45.47,298.067142857,294.132857143,296.6,19.9,79.0457142857,2.34285714286,26.4428571429,6.74285714286,31.1,21.7,47.5,9.122400649740465
iq,26,0.1837833,0.1425,0.2251286,0.1502143,82.29,297.648571429,296.118571429,293.7,34.11,92.5814285714,9.42857142857,27.44,10.76,33.8,21.5,11.2,2.3214329599353363
iq,27,0.2916571,0.2722667,0.3307,0.3209143,25.3,298.224285714,294.831428571,292.2,9.1,83.8857142857,10.1571428571,27.025,9.625,33,21.2,8.9,0.7798657613716315
iq,28,0.2085429,0.3664571,0.2126286,0.2555143,62.14,297.955714286,296.417142857,292.5,61.09,92.0571428571,9.55714285714,26.95,10.35,33.4,21.6,22.6,2.350983176775088
iq,29,0.08928571,0.06321429,0.1220571,0.08195714,47.8,295.715714286,293.638571429,289.3,19.6,88.97,7.82857142857,26.9,9.7,33.3,14.2,4.8,7.655922559532328
iq,30,0.3061,0.3276833,0.2500857,0.2679143,56.3,298.50285714300003,293.892857143,290.5,18.93,78.61,11.7714285714,27.05,11.85,33.5,16.9,3,3.3239120569520395
iq,31,0.34202,0.3048571,0.3323571,0.3457286,16.95,298.611428571,295.065714286,293.4,32.92,83.2742857143,11.1571428571,27.7,12.6,34,20,92.2,0.547844531486728
iq,32,0.3322167,0.3848167,0.3566,0.3539167,9.88,298.305714286,292.085714286,292.2,10.5,72.4714285714,11.8285714286,26.4333333333,12.0333333333,34.2,18.5,0,2.9611654964820247
iq,33,0.2218143,0.2241,0.2730857,0.2312429,15.76,298.724285714,294.812857143,293.2,20.3,81.5571428571,12.6428571429,27.275,11.375,34,21,20.3,2.450608995416026
iq,34,0.3190429,0.3158714,0.3267,0.3440571,7.82,299.914285714,292.691428571,292.3,14.21,68.6157142857,14.4857142857,27.4,13.1,34.7,20,20.3,0.20590967324422493
iq,35,0.3420143,0.3019286,0.3147,0.381,59.06,300.224285714,295.2,294.1,41.1,77.2028571429,12.6714285714,28.175,13.2,36.2,21,8.5,3.646338394392316
iq,36,0.1165833,0.1002833,0.1406833,0.1138167,37.9,298.501428571,295.641428571,292.8,50,85.6914285714,10.1,27.1,11.1666666667,35.4,21,15,13.1539356133898
iq,37,0.2591667,0.26732,0.2123286,0.3265429,16.86,299.948571429,294.56,293.7,17.7,75.27,12.6142857143,28.225,13.175,35.2,21,4.1,7.336795854147049
iq,38,0.3062143,0.2635857,0.3215429,0.3791714,46.96,298.704285714,295.687142857,293.7,156,85.72,10.6285714286,28.8666666667,13.0666666667,36.2,19.1,26.9,5.726955701377957
iq,39,0.3867857,0.3726286,0.3796143,0.3973571,28.63,300.064285714,294.244285714,293.3,13.16,73.5128571429,13.2428571429,28.4,12.6666666667,35.8,21.2,1.5,8.089553938111713
iq,40,0.30415,0.3368667,0.2538833,0.3275333,26.29,301.935714286,294.082857143,294.8,249.4,66.31,13.6285714286,29.08,14.38,38.4,20.5,14.1,11.228136861950405
iq,41,0.3290429,0.2942714,0.3070286,0.3938143,33.49,299.8,295.312857143,293.5,28.5,79.7628571429,12.3142857143,28.65,12.5,35.7,19.8,25.9,5.281548664498093
iq,42,0.2441286,0.1928833,0.2322286,0.2819286,34.93,298.857142857,296.178571429,293.8,141.6,87.7528571429,12.6142857143,27.8,13.5,35,19.8,8.1,13.049280211306293
iq,43,0.2396,0.2375286,0.1940714,0.2292,47.9,299.341428571,296.84,294.5,75.1,87.8028571429,9.78571428571,29.1333333333,11.8666666667,36,21.2,4,22.64076878750028
iq,44,0.2840286,0.3218429,0.2682429,0.1984286,47.11,299.597142857,297.718571429,296,85.3,90.64,9.81428571429,28.48,13.3,36,21.2,46,12.719903405061633
iq,45,0.3561857,0.3933286,0.2812,0.3909286,65.8,299.572857143,296.244285714,291.9,229.6,84.3857142857,10.8428571429,28.8,14.725,37.4,20,35.8,6.272225533008559
iq,46,0.1918714,0.2326571,0.2561857,0.1838714,62.56,298.307142857,296.478571429,293.5,143.1,91.3428571429,9.64285714286,27.35,11.825,35.1,20.5,41.1,14.89147236796934
iq,47,0.3294714,0.3875286,0.3104,0.2884857,43.51,298.212857143,297.012857143,294.6,69.53,93.4071428571,7.32857142857,27.35,12.35,34.4,20.5,40.2,15.014409007371013
iq,48,0.1851,0.1840714,0.09825714,0.2526571,42.7,299.878571429,296.624285714,295.4,58.43,85.2885714286,11.0571428571,28.65,12.55,36.2,20.9,17,11.25647400131668
iq,49,0.2064857,0.2436286,0.2296286,0.2305571,102.94,298.508571429,297.198571429,295.3,116.57,93.8414285714,8.17142857143,27.08,10.32,34.6,21.4,29.2,12.767049481922427
iq,50,0.3063571,0.2906714,0.3378714,0.3118143,26.86,298.977142857,296.377142857,295.1,34.23,86.9057142857,8.94285714286,28.7666666667,13.5333333333,36.2,21.8,9.2,20.1637735749282
iq,51,0.2478143,0.1746,0.2196571,0.2418286,39.13,299.08,294.8,294.4,19.83,79.9485714286,9.75714285714,28.0666666667,13.9666666667,36.2,20.5,7.1,6.454936085764025
